sample size, kernel, C, gamma, fit time, train time, test time, train mse, test mse, train mae, test mae, accuracy, precision, recall
1000,3,4,0.01,0.005708218,0.003590822,0.001310825,0.12375,0.11,0.12375,0.11,0.87625,0,0
1000,3,4,0.001,0.004178047,0.003181934,0.000800848,0.12375,0.11,0.12375,0.11,0.87625,0,0
1000,3,4,0.0001,0.003796101,0.004540205,0.002265215,0.12375,0.11,0.12375,0.11,0.87625,0,0
1000,3,8,0.1,0.025540113,0.005279303,0.001126051,0.02375,0.12,0.02375,0.12,0.97625,0.976190476,0.828282828
1000,3,8,0.01,0.014304876,0.006493807,0.001173973,0.1225,0.11,0.1225,0.11,0.8775,1,0.01010101
1000,3,8,0.001,0.005310059,0.005333662,0.001451969,0.12375,0.11,0.12375,0.11,0.87625,0,0
1000,3,8,0.0001,0.007810116,0.008009911,0.00419879,0.12375,0.11,0.12375,0.11,0.87625,0,0
1000,3,16,0.1,0.038542032,0.007951736,0.001513958,0.01625,0.125,0.01625,0.125,0.98375,0.988636364,0.878787879
1000,3,16,0.01,0.010337114,0.006923199,0.001632929,0.1025,0.105,0.1025,0.105,0.8975,1,0.171717172
1000,3,16,0.001,0.003891945,0.002743959,0.000748158,0.12375,0.11,0.12375,0.11,0.87625,0,0
1000,3,16,0.0001,0.003574848,0.003911018,0.000809908,0.12375,0.11,0.12375,0.11,0.87625,0,0
3000,1,1,0.1,0.142254829,0.02615118,0.006251097,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,1,0.01,0.131943941,0.045509815,0.00759697,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,1,0.001,0.10770607,0.043830872,0.011556149,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,1,0.0001,0.099611044,0.055982113,0.01240325,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,2,0.1,0.185387135,0.043606997,0.006447792,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,2,0.01,0.186654806,0.029929161,0.009842873,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,2,0.001,0.182757139,0.036563158,0.023629904,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,2,0.0001,0.186109781,0.052541971,0.006361246,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,4,0.1,0.276973009,0.045917034,0.01199007,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,4,0.01,0.269941092,0.037415981,0.010897875,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,4,0.001,0.312777996,0.033547163,0.007419348,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,4,0.0001,0.322089911,0.049622774,0.011376858,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,8,0.1,0.601911068,0.035002232,0.009656906,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,8,0.01,0.523328066,0.043539047,0.013062954,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,8,0.001,0.560142994,0.049519062,0.012480021,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,8,0.0001,0.489041805,0.036253214,0.011204004,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,16,0.1,1.040278673,0.046256781,0.00721097,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,16,0.01,0.892355204,0.044754982,0.007113934,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,16,0.001,1.022531748,0.067367077,0.01283884,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,1,16,0.0001,1.015759945,0.03753686,0.006666899,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,2,1,0.1,0.110527039,0.066613197,0.01124692,0.0875,0.128333333,0.0875,0.128333333,0.9125,0.896907216,0.303135889
3000,2,1,0.01,0.150333881,0.044054031,0.010915756,0.105416667,0.126666667,0.105416667,0.126666667,0.894583333,0.803571429,0.156794425
3000,2,1,0.001,0.088014126,0.05749917,0.010154009,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,2,1,0.0001,0.057898045,0.056355,0.015667915,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,2,2,0.1,0.118431807,0.077649832,0.018156052,0.067916667,0.125,0.067916667,0.125,0.932083333,0.936619718,0.463414634
3000,2,2,0.01,0.073926926,0.071911812,0.01900816,0.105416667,0.13,0.105416667,0.13,0.894583333,0.757575758,0.174216028
3000,2,2,0.001,0.089786053,0.065483809,0.016136169,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,2,2,0.0001,0.074213028,0.046249151,0.017761946,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,2,4,0.1,0.140991211,0.069257975,0.021363974,0.053333333,0.118333333,0.053333333,0.118333333,0.946666667,0.92972973,0.599303136
3000,2,4,0.01,0.086031914,0.049512863,0.014634848,0.10375,0.13,0.10375,0.13,0.89625,0.771428571,0.18815331
3000,2,4,0.001,0.118733168,0.049123049,0.014741898,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,2,4,0.0001,0.086565733,0.049771547,0.009741068,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,2,8,0.1,0.158473969,0.049188137,0.017064095,0.045,0.116666667,0.045,0.116666667,0.955,0.949748744,0.658536585
3000,2,8,0.01,0.117884159,0.038892746,0.010139942,0.099166667,0.13,0.099166667,0.13,0.900833333,0.76344086,0.24738676
3000,2,8,0.001,0.128023863,0.036931992,0.012451887,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,2,8,0.0001,0.084762812,0.054513931,0.010643005,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,2,16,0.1,0.192121983,0.069540024,0.022613764,0.033333333,0.125,0.033333333,0.125,0.966666667,0.981395349,0.735191638
3000,2,16,0.01,0.097120047,0.046164036,0.01476717,0.096666667,0.131666667,0.096666667,0.131666667,0.903333333,0.802197802,0.254355401
3000,2,16,0.001,0.100811005,0.048069954,0.013840914,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,2,16,0.0001,0.099581957,0.046017647,0.013981104,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,3,1,0.1,0.130604029,0.03156209,0.009157896,0.068333333,0.12,0.068333333,0.12,0.931666667,0.912751678,0.473867596
3000,3,1,0.01,0.074996948,0.034904718,0.00595808,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,3,1,0.001,0.039937973,0.03561902,0.010238171,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,3,1,0.0001,0.052702904,0.032134771,0.005300999,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,3,2,0.1,0.169002056,0.022300959,0.009243011,0.0625,0.116666667,0.0625,0.116666667,0.9375,0.925465839,0.519163763
3000,3,2,0.01,0.068229198,0.045687914,0.011037111,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,3,2,0.001,0.036104202,0.02815485,0.006046772,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,3,2,0.0001,0.046653986,0.039266109,0.009827137,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,3,4,0.1,0.204357862,0.027161121,0.005532026,0.054583333,0.116666667,0.054583333,0.116666667,0.945416667,0.948275862,0.574912892
3000,3,4,0.01,0.059999943,0.043926954,0.01211381,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,3,4,0.001,0.048745871,0.025591135,0.005900145,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,3,4,0.0001,0.042753935,0.040616989,0.010388851,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,3,8,0.1,0.323218822,0.043622017,0.010478973,0.050416667,0.121666667,0.050416667,0.121666667,0.949583333,0.951086957,0.609756098
3000,3,8,0.01,0.051514864,0.034303904,0.012581825,0.10625,0.128333333,0.10625,0.128333333,0.89375,0.833333333,0.139372822
3000,3,8,0.001,0.062703133,0.02618885,0.005414009,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,3,8,0.0001,0.048640966,0.038504839,0.013445139,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,3,16,0.1,0.585455894,0.020989895,0.007347822,0.045416667,0.125,0.045416667,0.125,0.954583333,0.949494949,0.655052265
3000,3,16,0.01,0.07824111,0.04505825,0.010789871,0.104166667,0.128333333,0.104166667,0.128333333,0.895833333,0.803278689,0.170731707
3000,3,16,0.001,0.033775806,0.040575027,0.008114815,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
3000,3,16,0.0001,0.055054903,0.037153006,0.005930901,0.119583333,0.135,0.119583333,0.135,0.880416667,0,0
5000,1,1,0.1,0.362396955,0.096961975,0.03084898,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,1,0.01,0.373042822,0.090452909,0.029741764,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,1,0.001,0.38189292,0.116369009,0.028828144,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,1,0.0001,0.365454912,0.077239037,0.033395767,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,2,0.1,0.620366096,0.105739117,0.024235964,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,2,0.01,0.564721823,0.102129221,0.028573036,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,2,0.001,0.558809042,0.09384203,0.028695822,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,2,0.0001,0.55550909,0.081264734,0.027326107,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,4,0.1,0.902337074,0.08890295,0.022216082,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,4,0.01,0.902462006,0.127078056,0.025421858,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,4,0.001,0.905362844,0.10931778,0.019090891,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,4,0.0001,0.89885211,0.10646081,0.016232967,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,8,0.1,1.608940125,0.108205795,0.018342018,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,8,0.01,1.571890116,0.106299877,0.029220819,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,8,0.001,1.590456009,0.078400135,0.02864933,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,8,0.0001,1.575428009,0.103013992,0.015763998,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,16,0.1,2.693427086,0.105630159,0.015706062,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,16,0.01,2.719363213,0.092267036,0.024923086,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,16,0.001,2.74872303,0.095009089,0.030379057,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,1,16,0.0001,2.64727807,0.086651087,0.023829937,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,2,1,0.1,0.297513962,0.1609447,0.029855967,0.08425,0.113,0.08425,0.113,0.91575,0.804761905,0.36344086
5000,2,1,0.01,0.208001137,0.136314154,0.028115034,0.10825,0.116,0.10825,0.116,0.89175,0.7,0.120430108
5000,2,1,0.001,0.229185104,0.117008924,0.034564734,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,2,1,0.0001,0.195830584,0.125684977,0.035008907,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,2,2,0.1,0.312063932,0.174300909,0.055072069,0.07175,0.105,0.07175,0.105,0.92825,0.842307692,0.470967742
5000,2,2,0.01,0.233736992,0.122300148,0.040493965,0.10475,0.113,0.10475,0.113,0.89525,0.682539683,0.184946237
5000,2,2,0.001,0.219174147,0.151481867,0.025716066,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,2,2,0.0001,0.18879199,0.140552998,0.027874708,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,2,4,0.1,0.365747929,0.163536072,0.042092085,0.0575,0.109,0.0575,0.109,0.9425,0.901023891,0.567741935
5000,2,4,0.01,0.248111725,0.133862019,0.03422308,0.10525,0.11,0.10525,0.11,0.89475,0.650684932,0.204301075
5000,2,4,0.001,0.236991882,0.132709026,0.032454014,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,2,4,0.0001,0.18448925,0.135676146,0.031228781,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,2,8,0.1,0.454924107,0.169592142,0.034912109,0.0465,0.115,0.0465,0.115,0.9535,0.931888545,0.647311828
5000,2,8,0.01,0.285323858,0.124684811,0.037545919,0.1035,0.11,0.1035,0.11,0.8965,0.675862069,0.210752688
5000,2,8,0.001,0.243732929,0.120621204,0.039474964,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,2,8,0.0001,0.205550671,0.136792898,0.031802893,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,2,16,0.1,0.506387949,0.169965029,0.041872263,0.03375,0.119,0.03375,0.119,0.96625,0.966101695,0.735483871
5000,2,16,0.01,0.3105762,0.123537064,0.039717913,0.1015,0.11,0.1015,0.11,0.8985,0.687898089,0.232258065
5000,2,16,0.001,0.242519855,0.110275984,0.03886795,0.116,0.127,0.116,0.127,0.884,1,0.002150538
5000,2,16,0.0001,0.238991976,0.137515068,0.034117222,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,3,1,0.1,0.380396605,0.094911814,0.028764963,0.07875,0.11,0.07875,0.11,0.92125,0.834821429,0.402150538
5000,3,1,0.01,0.156302691,0.093951941,0.017269135,0.116,0.127,0.116,0.127,0.884,1,0.002150538
5000,3,1,0.001,0.132324934,0.069231033,0.022010803,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,3,1,0.0001,0.120971918,0.098419905,0.026682854,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,3,2,0.1,0.510314941,0.07989502,0.024646044,0.075,0.113,0.075,0.113,0.925,0.826086957,0.449462366
5000,3,2,0.01,0.16438508,0.099404097,0.014937878,0.116,0.127,0.116,0.127,0.884,1,0.002150538
5000,3,2,0.001,0.158454895,0.07568574,0.0332129,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,3,2,0.0001,0.118752003,0.098248005,0.013996124,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,3,4,0.1,0.882574081,0.107625246,0.021608114,0.0685,0.116,0.0685,0.116,0.9315,0.84981685,0.498924731
5000,3,4,0.01,0.188544989,0.099280834,0.030234098,0.1145,0.127,0.1145,0.127,0.8855,1,0.015053763
5000,3,4,0.001,0.10701704,0.101369143,0.014073849,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,3,4,0.0001,0.147027969,0.078675985,0.04935813,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,3,8,0.1,1.243167162,0.073110104,0.0201087,0.064,0.124,0.064,0.124,0.936,0.877256318,0.522580645
5000,3,8,0.01,0.186155796,0.098777056,0.021789789,0.10575,0.114,0.10575,0.114,0.89425,0.8,0.120430108
5000,3,8,0.001,0.121458054,0.08395505,0.023828983,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,3,8,0.0001,0.136484146,0.069114923,0.042528868,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,3,16,0.1,2.141432047,0.06602025,0.020024061,0.06025,0.124,0.06025,0.124,0.93975,0.888888889,0.550537634
5000,3,16,0.01,0.205315113,0.087157011,0.020384073,0.10225,0.113,0.10225,0.113,0.89775,0.733333333,0.189247312
5000,3,16,0.001,0.140184164,0.098165989,0.028125763,0.11625,0.127,0.11625,0.127,0.88375,0,0
5000,3,16,0.0001,0.105480909,0.095621109,0.014783144,0.11625,0.127,0.11625,0.127,0.88375,0,0
8000,1,1,0.1,0.813756943,0.274214983,0.063351631,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,1,0.01,0.748768091,0.252451897,0.053872108,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,1,0.001,0.806617022,0.255118847,0.053642988,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,1,0.0001,0.80274415,0.246345997,0.079326868,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,2,0.1,1.100243807,0.268446922,0.060458899,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,2,0.01,1.1950562,0.240558863,0.076366901,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,2,0.001,1.08136487,0.249810934,0.074193954,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,2,0.0001,1.116981983,0.245233059,0.076935768,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,4,0.1,1.779819012,0.265299797,0.068717241,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,4,0.01,1.874049902,0.280104876,0.054751873,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,4,0.001,1.892311096,0.282928944,0.052248955,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,4,0.0001,1.874750853,0.249637127,0.081823349,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,8,0.1,3.233926773,0.276796818,0.056457996,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,8,0.01,3.143501997,0.294555187,0.049206734,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,8,0.001,3.203994274,0.270507097,0.053701878,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,8,0.0001,3.45622468,0.383137941,0.14297986,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,16,0.1,6.981679678,0.28547287,0.07524991,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,16,0.01,5.908722162,0.295160055,0.068287134,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,16,0.001,5.92504406,0.281475782,0.061185122,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,1,16,0.0001,5.906002045,0.252665043,0.088007927,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,2,1,0.1,0.837841988,0.422752857,0.111942053,0.08734375,0.095625,0.08734375,0.095625,0.91265625,0.838926174,0.328515112
8000,2,1,0.01,0.658666134,0.337652922,0.111100912,0.1065625,0.09625,0.1065625,0.09625,0.8934375,0.698492462,0.182654402
8000,2,1,0.001,0.633067846,0.345488787,0.101220846,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,2,1,0.0001,0.597837925,0.339181185,0.067974806,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,2,2,0.1,0.873033047,0.424844027,0.094304085,0.075,0.09375,0.075,0.09375,0.925,0.898016997,0.416557162
8000,2,2,0.01,0.677255154,0.348065138,0.095801115,0.10625,0.095,0.10625,0.095,0.89375,0.68161435,0.199737188
8000,2,2,0.001,0.755289078,0.353530884,0.076415062,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,2,2,0.0001,0.53446722,0.353766918,0.099796057,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,2,4,0.1,1.060535669,0.371476889,0.108319998,0.06453125,0.09625,0.06453125,0.09625,0.93546875,0.926470588,0.496714849
8000,2,4,0.01,0.749465227,0.335157156,0.069027901,0.105,0.0925,0.105,0.0925,0.895,0.680161943,0.220762155
8000,2,4,0.001,0.751112938,0.359958172,0.103861094,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,2,4,0.0001,0.600724936,0.369231939,0.098857164,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,2,8,0.1,1.112920046,0.373607874,0.123717785,0.05265625,0.103125,0.05265625,0.103125,0.94734375,0.95106383,0.58738502
8000,2,8,0.01,0.731617928,0.356650114,0.105919123,0.10203125,0.093125,0.10203125,0.093125,0.89796875,0.7109375,0.239159001
8000,2,8,0.001,0.697792053,0.335345984,0.079187155,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,2,8,0.0001,0.568763971,0.37277627,0.093003988,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,2,16,0.1,1.479409933,0.438097715,0.105809927,0.04546875,0.1075,0.04546875,0.1075,0.95453125,0.950191571,0.651773982
8000,2,16,0.01,0.930866003,0.341964722,0.086002827,0.099375,0.09625,0.099375,0.09625,0.900625,0.735849057,0.256241787
8000,2,16,0.001,0.732385874,0.379827976,0.087337017,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,2,16,0.0001,0.764162064,0.387657881,0.074874878,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,3,1,0.1,1.435647011,0.202919006,0.060821056,0.08265625,0.0975,0.08265625,0.0975,0.91734375,0.858024691,0.365308804
8000,3,1,0.01,0.536806822,0.254471779,0.04313612,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,3,1,0.001,0.376274109,0.229182005,0.068627834,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,3,1,0.0001,0.308110952,0.246753216,0.046072721,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,3,2,0.1,2.198014021,0.239387035,0.060622215,0.078125,0.09875,0.078125,0.09875,0.921875,0.863509749,0.407358739
8000,3,2,0.01,0.580022097,0.271608829,0.050799131,0.1184375,0.11125,0.1184375,0.11125,0.8815625,1,0.003942181
8000,3,2,0.001,0.370854855,0.224797964,0.078623056,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,3,2,0.0001,0.330692768,0.244906902,0.044305086,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,3,4,0.1,4.078150272,0.225183964,0.058081865,0.07453125,0.101875,0.07453125,0.101875,0.92546875,0.875661376,0.434954008
8000,3,4,0.01,0.523424149,0.238718033,0.072254896,0.1096875,0.100625,0.1096875,0.100625,0.8903125,0.855421687,0.093298292
8000,3,4,0.001,0.332196951,0.26583004,0.043987036,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,3,4,0.0001,0.360868931,0.229294777,0.091618061,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,3,8,0.1,6.582077265,0.230359077,0.084365129,0.07359375,0.105,0.07359375,0.105,0.92640625,0.857142857,0.457293035
8000,3,8,0.01,0.559583664,0.248719215,0.085731983,0.1065625,0.096875,0.1065625,0.096875,0.8934375,0.730994152,0.164257556
8000,3,8,0.001,0.390675068,0.2149508,0.062278748,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,3,8,0.0001,0.296726942,0.259083986,0.055361032,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,3,16,0.1,10.95986509,0.201876402,0.065910101,0.070625,0.10875,0.070625,0.10875,0.929375,0.863529412,0.482260184
8000,3,16,0.01,0.596088171,0.247211933,0.058275938,0.10390625,0.098125,0.10390625,0.098125,0.89609375,0.733009709,0.198423127
8000,3,16,0.001,0.436227083,0.217344999,0.047991037,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
8000,3,16,0.0001,0.329130888,0.21322608,0.071719885,0.11890625,0.1125,0.11890625,0.1125,0.88109375,0,0
10000,1,1,0.1,2.247747183,0.375925064,0.072072029,0.116375,0.119,0.116375,0.119,0.883625,0.628571429,0.023404255
10000,1,1,0.01,2.221134901,0.339834929,0.114798069,0.116375,0.119,0.116375,0.119,0.883625,0.628571429,0.023404255
10000,1,1,0.001,2.239300013,0.322010756,0.087512016,0.116375,0.119,0.116375,0.119,0.883625,0.628571429,0.023404255
10000,1,1,0.0001,2.115410089,0.318907261,0.080060005,0.116375,0.119,0.116375,0.119,0.883625,0.628571429,0.023404255
